Features,Labels
Food/chapati/095.jpg,chapati
Food/pav_bhaji/350.jpg,pav_bhaji
Food/jalebi/214.jpg,jalebi
Food/samosa/255.jpg,samosa
Food/chapati/073.jpg,chapati
Food/pav_bhaji/042.jpg,pav_bhaji
Food/dal_makhani/058.jpg,dal_makhani
Food/kaathi_rolls/073.jpg,rolls
Food/kaathi_rolls/079.jpg,rolls
Food/idli/075.jpg,idli
Food/pav_bhaji/168.jpg,pav_bhaji
Food/pizza/057.jpg,pizza
Food/jalebi/010.jpg,jalebi
Food/pizza/034.jpg,pizza
Food/paani_puri/067.jpg,paani_puri
Food/kadai_paneer/301.jpg,kadai_paneer
Food/kadai_paneer/148.jpg,kadai_paneer
Food/chai/373.jpg,chai
Food/pav_bhaji/096.jpg,pav_bhaji
Food/kadai_paneer/048.jpg,kadai_paneer
Food/chai/166.jpg,chai
Food/butter_naan/039.jpg,butter_naan
Food/jalebi/235.jpg,jalebi
Food/chai/211.jpg,chai
Food/fried_rice/131.jpg,fried_rice
Food/kadai_paneer/345.jpg,kadai_paneer
Food/pizza/051.jpg,pizza
Food/kadai_paneer/025.jpg,kadai_paneer
Food/kadai_paneer/282.jpg,kadai_paneer
Food/chai/347.jpg,chai
Food/dhokla/049.jpg,dhokla
Food/masala_dosa/124.jpg,masala_dosa
Food/dhokla/184.jpg,dhokla
Food/kadai_paneer/157.jpg,kadai_paneer
Food/chai/281.jpg,chai
Food/momos/087.jpg,momos
Food/burger/068.jpg,burger
Food/butter_naan/139.jpg,butter_naan
Food/dal_makhani/194.jpg,dal_makhani
Food/jalebi/229.jpg,jalebi
Food/butter_naan/080.jpg,butter_naan
Food/chai/116.jpg,chai
Food/jalebi/048.jpg,jalebi
Food/burger/234.jpg,burger
Food/butter_naan/167.jpg,butter_naan
Food/pav_bhaji/209.jpg,pav_bhaji
Food/fried_rice/252.jpg,fried_rice
Food/chapati/249.jpg,chapati
Food/pizza/028.jpg,pizza
Food/fried_rice/263.jpg,fried_rice
Food/dhokla/179.jpg,dhokla
Food/masala_dosa/122.jpg,masala_dosa
Food/chai/247.jpg,chai
Food/idli/018.jpg,idli
Food/butter_naan/218.jpg,butter_naan
Food/kulfi/053.jpg,kulfi
Food/idli/013.jpg,idli
Food/chole_bhature/139.jpg,chole_bhature
Food/chapati/314.jpg,chapati
Food/butter_naan/070.jpg,butter_naan
Food/momos/304.jpg,momos
Food/kulfi/085.jpg,kulfi
Food/burger/046.jpg,burger
Food/butter_naan/144.jpg,butter_naan
Food/samosa/124.jpg,samosa
Food/butter_naan/326.jpg,butter_naan
Food/idli/086.jpg,idli
Food/chai/372.jpg,chai
Food/momos/106.jpg,momos
Food/pizza/085.jpg,pizza
Food/momos/210.jpg,momos
Food/fried_rice/318.jpg,fried_rice
Food/pizza/038.jpg,pizza
Food/kulfi/150.jpg,kulfi
Food/fried_rice/338.jpg,fried_rice
Food/idli/211.jpg,idli
Food/chai/162.jpg,chai
Food/fried_rice/108.jpg,fried_rice
Food/burger/202.jpg,burger
Food/butter_naan/202.jpg,butter_naan
Food/dal_makhani/222.jpg,dal_makhani
Food/samosa/009.jpg,samosa
Food/burger/208.jpg,burger
Food/chole_bhature/383.jpg,chole_bhature
Food/kaathi_rolls/253.jpg,rolls
Food/fried_rice/212.jpg,fried_rice
Food/fried_rice/106.jpg,fried_rice
Food/fried_rice/025.jpg,fried_rice
Food/butter_naan/324.jpg,butter_naan
Food/pizza/241.jpg,pizza
Food/chole_bhature/224.jpg,chole_bhature
Food/kadai_paneer/083.jpg,kadai_paneer
Food/kulfi/058.jpg,kulfi
Food/fried_rice/240.jpg,fried_rice
Food/fried_rice/259.jpg,fried_rice
Food/pakode/261.jpg,pakode
Food/chapati/411.jpg,chapati
Food/paani_puri/086.jpg,paani_puri
Food/chapati/143.jpg,chapati
Food/masala_dosa/044.jpg,masala_dosa
Food/chapati/139.jpg,chapati
Food/fried_rice/275.jpg,fried_rice
Food/kulfi/212.jpg,kulfi
Food/butter_naan/286.jpg,butter_naan
Food/chapati/354.jpg,chapati
Food/dal_makhani/065.jpg,dal_makhani
Food/chapati/071.jpg,chapati
Food/pav_bhaji/184.jpg,pav_bhaji
Food/pav_bhaji/241.jpg,pav_bhaji
Food/kaathi_rolls/184.jpg,rolls
Food/pav_bhaji/105.jpg,pav_bhaji
Food/samosa/262.jpg,samosa
Food/masala_dosa/167.jpg,masala_dosa
Food/jalebi/281.jpg,jalebi
Food/kulfi/211.jpg,kulfi
Food/dhokla/220.jpg,dhokla
Food/chapati/363.jpg,chapati
Food/jalebi/017.jpg,jalebi
Food/chole_bhature/047.jpg,chole_bhature
Food/momos/152.jpg,momos
Food/masala_dosa/057.jpg,masala_dosa
Food/idli/251.jpg,idli
Food/chai/110.jpg,chai
Food/idli/233.jpg,idli
Food/butter_naan/239.jpg,butter_naan
Food/pizza/141.jpg,pizza
Food/fried_rice/300.jpg,fried_rice
Food/fried_rice/205.jpg,fried_rice
Food/kadai_paneer/184.jpg,kadai_paneer
Food/chole_bhature/221.jpg,chole_bhature
Food/kaathi_rolls/082.jpg,rolls
Food/kadai_paneer/006.jpg,kadai_paneer
Food/kadai_paneer/320.jpg,kadai_paneer
Food/chole_bhature/328.jpg,chole_bhature
Food/pakode/032.jpg,pakode
Food/samosa/042.jpg,samosa
Food/dal_makhani/206.jpg,dal_makhani
Food/chole_bhature/306.jpg,chole_bhature
Food/jalebi/157.jpg,jalebi
Food/pizza/037.jpg,pizza
Food/pakode/146.jpg,pakode
Food/idli/116.jpg,idli
Food/idli/065.jpg,idli
Food/chai/379.jpg,chai
Food/pakode/069.jpg,pakode
Food/dal_makhani/288.jpg,dal_makhani
Food/chapati/151.jpg,chapati
Food/kadai_paneer/139.jpg,kadai_paneer
Food/masala_dosa/260.jpg,masala_dosa
Food/pizza/092.jpg,pizza
Food/kaathi_rolls/192.jpg,rolls
Food/chole_bhature/169.jpg,chole_bhature
Food/chole_bhature/168.jpg,chole_bhature
Food/chapati/215.jpg,chapati
Food/chole_bhature/002.jpg,chole_bhature
Food/dhokla/260.jpg,dhokla
Food/jalebi/148.jpg,jalebi
Food/chole_bhature/018.jpg,chole_bhature
Food/chole_bhature/390.jpg,chole_bhature
Food/chapati/161.jpg,chapati
Food/idli/099.jpg,idli
Food/masala_dosa/263.jpg,masala_dosa
Food/chai/317.jpg,chai
Food/pav_bhaji/215.jpg,pav_bhaji
Food/kaathi_rolls/241.jpg,rolls
Food/momos/179.jpg,momos
Food/pav_bhaji/348.jpg,pav_bhaji
Food/pakode/178.jpg,pakode
Food/chapati/051.jpg,chapati
Food/chapati/207.jpg,chapati
Food/jalebi/112.jpg,jalebi
Food/chapati/259.jpg,chapati
Food/dhokla/200.jpg,dhokla
Food/masala_dosa/144.jpg,masala_dosa
Food/pakode/003.jpg,pakode
Food/dhokla/063.jpg,dhokla
Food/fried_rice/004.jpg,fried_rice
Food/pizza/086.jpg,pizza
Food/chole_bhature/386.jpg,chole_bhature
Food/masala_dosa/046.jpg,masala_dosa
Food/dhokla/261.jpg,dhokla
Food/dhokla/233.jpg,dhokla
Food/momos/127.jpg,momos
Food/chapati/403.jpg,chapati
Food/pakode/057.jpg,pakode
Food/butter_naan/093.jpg,butter_naan
Food/dal_makhani/100.jpg,dal_makhani
Food/dhokla/206.jpg,dhokla
Food/momos/076.jpg,momos
Food/chole_bhature/279.jpg,chole_bhature
Food/idli/158.jpg,idli
Food/chole_bhature/249.jpg,chole_bhature
Food/kadai_paneer/190.jpg,kadai_paneer
Food/chole_bhature/215.jpg,chole_bhature
Food/masala_dosa/076.jpg,masala_dosa
Food/kadai_paneer/317.jpg,kadai_paneer
Food/dhokla/273.jpg,dhokla
Food/jalebi/253.jpg,jalebi
Food/dal_makhani/158.jpg,dal_makhani
Food/idli/180.jpg,idli
Food/pav_bhaji/216.jpg,pav_bhaji
Food/momos/023.jpg,momos
Food/pakode/031.jpg,pakode
Food/samosa/034.jpg,samosa
Food/fried_rice/082.jpg,fried_rice
Food/momos/046.jpg,momos
Food/jalebi/035.jpg,jalebi
Food/chole_bhature/293.jpg,chole_bhature
Food/pakode/236.jpg,pakode
Food/chai/029.jpg,chai
Food/chai/046.jpg,chai
Food/kaathi_rolls/209.jpg,rolls
Food/jalebi/163.jpg,jalebi
Food/butter_naan/118.jpg,butter_naan
Food/masala_dosa/246.jpg,masala_dosa
Food/pizza/106.jpg,pizza
Food/jalebi/014.JPG,jalebi
Food/pizza/252.jpg,pizza
Food/butter_naan/048.jpg,butter_naan
Food/kadai_paneer/011.jpg,kadai_paneer
Food/momos/049.jpg,momos
Food/butter_naan/278.jpg,butter_naan
Food/chapati/329.jpg,chapati
Food/samosa/109.jpg,samosa
Food/kadai_paneer/080.jpg,kadai_paneer
Food/dal_makhani/276.jpg,dal_makhani
Food/kadai_paneer/226.jpg,kadai_paneer
Food/chai/295.jpg,chai
Food/kulfi/052.jpg,kulfi
Food/pizza/017.jpg,pizza
Food/jalebi/125.jpg,jalebi
Food/jalebi/076.jpg,jalebi
Food/dhokla/061.jpg,dhokla
Food/idli/052.jpg,idli
Food/pav_bhaji/322.jpg,pav_bhaji
Food/pakode/132.jpg,pakode
Food/samosa/100.jpg,samosa
Food/jalebi/291.jpg,jalebi
Food/butter_naan/311.jpg,butter_naan
Food/idli/069.jpg,idli
Food/idli/156.jpg,idli
Food/pav_bhaji/205.jpg,pav_bhaji
Food/pizza/134.jpg,pizza
Food/fried_rice/289.jpg,fried_rice
Food/dal_makhani/213.jpg,dal_makhani
Food/butter_naan/143.jpg,butter_naan
Food/idli/166.jpg,idli
Food/idli/257.jpg,idli
Food/chai/156.jpg,chai
Food/pakode/263.jpg,pakode
Food/pakode/169.jpg,pakode
Food/chapati/056.jpg,chapati
Food/paani_puri/102.jpg,paani_puri
Food/jalebi/133.jpg,jalebi
Food/masala_dosa/200.jpg,masala_dosa
Food/chole_bhature/284.jpg,chole_bhature
Food/butter_naan/020.jpg,butter_naan
Food/dal_makhani/255.jpg,dal_makhani
Food/kadai_paneer/361.jpg,kadai_paneer
Food/chole_bhature/282.jpg,chole_bhature
Food/fried_rice/117.jpg,fried_rice
Food/fried_rice/127.jpg,fried_rice
Food/kadai_paneer/013.jpg,kadai_paneer
Food/kaathi_rolls/086.jpg,rolls
Food/momos/125.jpg,momos
Food/pizza/009.jpg,pizza
Food/kadai_paneer/272.jpg,kadai_paneer
Food/jalebi/166.jpg,jalebi
Food/kulfi/187.jpg,kulfi
Food/pav_bhaji/068.jpg,pav_bhaji
Food/dal_makhani/129.jpg,dal_makhani
Food/momos/287.jpg,momos
Food/momos/156.jpg,momos
Food/dal_makhani/012.jpg,dal_makhani
Food/jalebi/277.jpg,jalebi
Food/kulfi/111.jpg,kulfi
Food/chole_bhature/271.jpg,chole_bhature
Food/chole_bhature/237.jpg,chole_bhature
Food/idli/278.jpg,idli
Food/samosa/062.jpg,samosa
Food/dhokla/053.jpg,dhokla
Food/chai/204.jpg,chai
Food/dal_makhani/009.jpg,dal_makhani
Food/chole_bhature/131.jpg,chole_bhature
Food/kaathi_rolls/210.jpg,rolls
Food/momos/038.jpg,momos
Food/kulfi/165.jpg,kulfi
Food/burger/122.jpg,burger
Food/dal_makhani/115.jpg,dal_makhani
Food/pakode/022.jpg,pakode
Food/kadai_paneer/213.jpg,kadai_paneer
Food/fried_rice/310.jpg,fried_rice
Food/kulfi/041.jpg,kulfi
Food/pizza/181.jpg,pizza
Food/chapati/100.jpg,chapati
Food/kulfi/028.jpg,kulfi
Food/momos/173.jpg,momos
Food/kulfi/215.jpg,kulfi
Food/pav_bhaji/194.jpg,pav_bhaji
Food/butter_naan/288.jpg,butter_naan
Food/masala_dosa/273.jpg,masala_dosa
Food/samosa/166.jpg,samosa
Food/masala_dosa/186.jpg,masala_dosa
Food/butter_naan/252.jpg,butter_naan
Food/butter_naan/207.jpg,butter_naan
Food/butter_naan/041.jpg,butter_naan
Food/pizza/231.jpg,pizza
Food/chole_bhature/127.jpg,chole_bhature
Food/chai/202.jpg,chai
Food/fried_rice/258.jpg,fried_rice
Food/dhokla/138.jpg,dhokla
Food/momos/158.jpg,momos
Food/pav_bhaji/275.jpg,pav_bhaji
Food/burger/034.jpg,burger
Food/jalebi/044.jpg,jalebi
Food/jalebi/240.jpg,jalebi
Food/dhokla/243.jpg,dhokla
Food/idli/175.jpg,idli
Food/butter_naan/112.jpg,butter_naan
Food/burger/156.jpg,burger
Food/fried_rice/228.jpg,fried_rice
Food/fried_rice/265.jpg,fried_rice
Food/momos/191.jpg,momos
Food/chai/081.jpg,chai
Food/chole_bhature/005.jpg,chole_bhature
Food/chole_bhature/225.jpg,chole_bhature
Food/chapati/163.jpg,chapati
Food/chapati/019.jpg,chapati
Food/jalebi/164.jpg,jalebi
Food/idli/048.jpg,idli
Food/momos/011.jpg,momos
Food/kulfi/184.jpg,kulfi
Food/chole_bhature/393.jpg,chole_bhature
Food/momos/155.jpg,momos
Food/samosa/013.jpg,samosa
Food/dhokla/025.jpg,dhokla
Food/chapati/206.jpg,chapati
Food/dhokla/199.jpg,dhokla
Food/chapati/406.jpg,chapati
Food/burger/174.jpg,burger
Food/chai/178.jpg,chai
Food/pav_bhaji/130.jpg,pav_bhaji
Food/kulfi/012.jpg,kulfi
Food/chai/035.jpg,chai
Food/chai/108.jpg,chai
Food/pakode/156.jpg,pakode
Food/fried_rice/122.jpg,fried_rice
Food/fried_rice/341.jpg,fried_rice
Food/burger/166.jpg,burger
Food/chole_bhature/192.jpg,chole_bhature
Food/momos/315.jpg,momos
Food/fried_rice/086.jpg,fried_rice
Food/dhokla/029.jpg,dhokla
Food/samosa/105.jpg,samosa
Food/dal_makhani/122.jpg,dal_makhani
Food/burger/252.jpg,burger
Food/pav_bhaji/125.jpg,pav_bhaji
Food/masala_dosa/033.jpg,masala_dosa
Food/dal_makhani/044.jpg,dal_makhani
Food/pav_bhaji/004.jpg,pav_bhaji
Food/chai/084.jpg,chai
Food/kulfi/216.jpg,kulfi
Food/masala_dosa/219.jpg,masala_dosa
Food/fried_rice/249.jpg,fried_rice
Food/fried_rice/095.jpg,fried_rice
Food/masala_dosa/037.jpg,masala_dosa
Food/dal_makhani/215.jpg,dal_makhani
Food/kaathi_rolls/025.jpg,rolls
Food/kadai_paneer/326.jpg,kadai_paneer
Food/pizza/099.jpg,pizza
Food/chai/043.jpg,chai
Food/dal_makhani/188.jpg,dal_makhani
Food/samosa/237.jpg,samosa
Food/burger/190.jpg,burger
Food/kaathi_rolls/062.jpg,rolls
Food/kadai_paneer/371.jpg,kadai_paneer
Food/masala_dosa/085.jpg,masala_dosa
Food/butter_naan/022.jpg,butter_naan
Food/butter_naan/299.jpg,butter_naan
Food/samosa/198.jpg,samosa
Food/fried_rice/286.jpg,fried_rice
Food/kadai_paneer/154.jpg,kadai_paneer
Food/burger/232.jpg,burger
Food/chole_bhature/250.jpg,chole_bhature
Food/chai/268.jpg,chai
Food/kaathi_rolls/257.jpg,rolls
Food/chapati/178.jpg,chapati
Food/butter_naan/321.jpg,butter_naan
Food/chole_bhature/157.jpg,chole_bhature
Food/pizza/136.jpg,pizza
Food/kaathi_rolls/098.jpg,rolls
Food/kadai_paneer/107.jpg,kadai_paneer
Food/butter_naan/108.jpg,butter_naan
Food/pakode/201.jpg,pakode
Food/chai/059.jpg,chai
Food/idli/198.jpg,idli
Food/pakode/234.jpg,pakode
Food/paani_puri/114.jpg,paani_puri
Food/burger/269.jpg,burger
Food/momos/303.jpg,momos
Food/dal_makhani/187.jpg,dal_makhani
Food/chole_bhature/355.jpg,chole_bhature
Food/butter_naan/147.jpg,butter_naan
Food/butter_naan/050.jpg,butter_naan
Food/butter_naan/072.jpg,butter_naan
Food/kulfi/077.jpg,kulfi
Food/burger/062.jpg,burger
Food/kaathi_rolls/165.jpg,rolls
Food/masala_dosa/277.jpg,masala_dosa
Food/chole_bhature/043.jpg,chole_bhature
Food/burger/309.jpg,burger
Food/burger/231.jpg,burger
Food/dal_makhani/103.jpg,dal_makhani
Food/samosa/151.jpg,samosa
Food/chapati/338.jpg,chapati
Food/burger/010.jpg,burger
Food/burger/114.jpg,burger
Food/pizza/053.jpg,pizza
Food/kulfi/064.jpg,kulfi
Food/pakode/137.jpg,pakode
Food/kadai_paneer/035.jpg,kadai_paneer
Food/momos/025.jpg,momos
Food/kaathi_rolls/019.jpg,rolls
Food/kaathi_rolls/023.jpg,rolls
Food/momos/060.jpg,momos
Food/chole_bhature/180.jpg,chole_bhature
Food/kaathi_rolls/143.jpg,rolls
Food/paani_puri/069.jpg,paani_puri
Food/paani_puri/083.jpg,paani_puri
Food/samosa/095.jpg,samosa
Food/idli/041.jpg,idli
Food/masala_dosa/084.jpg,masala_dosa
Food/dhokla/068.jpg,dhokla
Food/dhokla/218.jpg,dhokla
Food/dhokla/178.jpg,dhokla
Food/kadai_paneer/015.jpg,kadai_paneer
Food/pav_bhaji/250.jpg,pav_bhaji
Food/dhokla/201.jpg,dhokla
Food/idli/203.jpg,idli
Food/pizza/186.jpg,pizza
Food/idli/240.jpg,idli
Food/pakode/212.jpg,pakode
Food/kadai_paneer/058.jpg,kadai_paneer
Food/pav_bhaji/019.jpg,pav_bhaji
Food/dhokla/195.jpg,dhokla
Food/kaathi_rolls/182.jpg,rolls
Food/kaathi_rolls/233.jpg,rolls
Food/kulfi/143.jpg,kulfi
Food/chole_bhature/068.jpg,chole_bhature
Food/kadai_paneer/095.jpg,kadai_paneer
Food/idli/102.jpg,idli
Food/kadai_paneer/116.jpg,kadai_paneer
Food/fried_rice/340.jpg,fried_rice
Food/chole_bhature/265.jpg,chole_bhature
Food/masala_dosa/078.jpg,masala_dosa
Food/dhokla/271.jpg,dhokla
Food/idli/209.jpg,idli
Food/chapati/012.jpg,chapati
Food/kulfi/195.jpg,kulfi
Food/fried_rice/227.jpg,fried_rice
Food/burger/121.jpg,burger
Food/kadai_paneer/204.jpg,kadai_paneer
Food/butter_naan/276.jpg,butter_naan
Food/samosa/191.jpg,samosa
Food/pakode/016.jpg,pakode
Food/dhokla/194.jpg,dhokla
Food/dhokla/030.jpg,dhokla
Food/samosa/118.jpg,samosa
Food/idli/021.jpg,idli
Food/kulfi/093.jpg,kulfi
Food/chapati/183.jpg,chapati
Food/kadai_paneer/088.jpg,kadai_paneer
Food/pakode/018.jpg,pakode
Food/dhokla/118.jpg,dhokla
Food/kadai_paneer/368.jpg,kadai_paneer
Food/kulfi/023.jpg,kulfi
Food/kaathi_rolls/175.jpg,rolls
Food/butter_naan/019.jpg,butter_naan
Food/burger/152.jpg,burger
Food/dhokla/093.jpg,dhokla
Food/jalebi/269.jpg,jalebi
Food/masala_dosa/141.jpg,masala_dosa
Food/pav_bhaji/169.jpg,pav_bhaji
Food/chole_bhature/029.jpg,chole_bhature
Food/pav_bhaji/225.jpg,pav_bhaji
Food/pav_bhaji/171.jpg,pav_bhaji
Food/pakode/123.jpg,pakode
Food/butter_naan/127.jpg,butter_naan
Food/chapati/209.jpg,chapati
Food/dal_makhani/185.jpg,dal_makhani
Food/chapati/004.jpg,chapati
Food/kaathi_rolls/044.jpg,rolls
Food/samosa/228.jpg,samosa
Food/idli/118.jpg,idli
Food/idli/090.jpg,idli
Food/idli/137.jpg,idli
Food/samosa/018.jpg,samosa
Food/kaathi_rolls/109.jpg,rolls
Food/kaathi_rolls/179.jpg,rolls
Food/butter_naan/156.jpg,butter_naan
Food/kaathi_rolls/144.jpg,rolls
Food/butter_naan/119.jpg,butter_naan
Food/butter_naan/005.jpg,butter_naan
Food/dhokla/060.jpg,dhokla
Food/kaathi_rolls/011.jpg,rolls
Food/chapati/306.jpg,chapati
Food/chapati/351.jpg,chapati
Food/dhokla/134.jpg,dhokla
Food/dhokla/221.jpg,dhokla
Food/burger/303.jpg,burger
Food/kaathi_rolls/035.jpg,rolls
Food/kulfi/083.jpg,kulfi
Food/butter_naan/267.jpg,butter_naan
Food/pakode/168.jpg,pakode
Food/dhokla/160.jpg,dhokla
Food/chole_bhature/216.jpg,chole_bhature
Food/samosa/149.jpg,samosa
Food/burger/070.jpg,burger
Food/chai/376.jpg,chai
Food/pizza/068.jpg,pizza
Food/pizza/206.jpg,pizza
Food/pizza/179.jpg,pizza
Food/dal_makhani/064.jpg,dal_makhani
Food/pav_bhaji/332.jpg,pav_bhaji
Food/momos/277.jpg,momos
Food/samosa/071.jpg,samosa
Food/idli/189.jpg,idli
Food/kaathi_rolls/228.jpg,rolls
Food/kadai_paneer/362.jpg,kadai_paneer
Food/jalebi/249.jpg,jalebi
Food/chapati/230.jpg,chapati
Food/momos/178.jpg,momos
Food/pakode/077.jpg,pakode
Food/masala_dosa/225.jpg,masala_dosa
Food/chole_bhature/361.jpg,chole_bhature
Food/pav_bhaji/186.jpg,pav_bhaji
Food/kaathi_rolls/167.jpg,rolls
Food/chapati/353.jpg,chapati
Food/fried_rice/001.jpg,fried_rice
Food/butter_naan/262.jpg,butter_naan
Food/momos/159.jpg,momos
Food/dal_makhani/132.jpg,dal_makhani
Food/chai/229.jpg,chai
Food/dhokla/057.jpg,dhokla
Food/kaathi_rolls/195.jpg,rolls
Food/butter_naan/225.jpg,butter_naan
Food/dal_makhani/107.jpg,dal_makhani
Food/chole_bhature/173.jpg,chole_bhature
Food/kulfi/088.jpg,kulfi
Food/samosa/122.jpg,samosa
Food/jalebi/290.jpg,jalebi
Food/pakode/056.jpg,pakode
